scientific_name_original,scientific_name_matched,common_name_en,iucn,at_way_canguk,at_way_titias,at_danau_ranau,habitat_tier,wcrs_text,wc_from_text_only,sources,birdnet_label,in_birdnet_v24
Centropus sinensis,Centropus sinensis,Greater Coucal,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,Centropus sinensis_Greater Coucal,True
Ceyx erithaca,Ceyx erithaca,Oriental Dwarf Kingfisher,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Ceyx erithaca_Black-backed Dwarf-Kingfisher,True
Chalcites basalis,Chrysococcyx basalis,Horsfield’s Bronze Cuckoo,,True,False,False,lowland,False,False,gooddie2015,Chrysococcyx basalis_Horsfield's Bronze-Cuckoo,True
Chalcoparia singalensis,Chalcoparia singalensis,Ruby-cheeked Sunbird,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Chalcoparia singalensis_Ruby-cheeked Sunbird,True
Chalcophaps indica,Chalcophaps indica,Grey-capped Emerald Dove,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Chalcophaps indica_Asian Emerald Dove,True
Charadrius leschenaultii,Charadrius leschenaultii,Greater Sand Plover,,True,False,False,lowland,False,False,gooddie2015,Charadrius leschenaultii_Greater Sand-Plover,True
Charadrius mongolus,Charadrius mongolus,Lesser Sand Plover,,True,False,False,lowland,False,False,gooddie2015,Charadrius mongolus_Lesser Sand-Plover,True
Charadrius peronii,Charadrius peronii,Malay Plover,NT,True,False,False,lowland,False,False,gooddie2015,Charadrius peronii_Malaysian Plover,True
Chlidonias hybrida,Chlidonias hybrida,Whiskered Tern,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Chlidonias hybrida_Whiskered Tern,True
Chloropsis cyanopogon,Chloropsis cyanopogon,Lesser Green Leafbird,NT,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs;andriyani2022;ebird_ID-SM-LA,Chloropsis cyanopogon_Lesser Green Leafbird,True
Chloropsis sonnerati,Chloropsis sonnerati,Greater Green Leafbird,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Chloropsis sonnerati_Greater Green Leafbird,True
Chrysococcyx xanthorhynchus,Chrysococcyx xanthorhynchus,Violet Cuckoo,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Chrysococcyx xanthorhynchus_Violet Cuckoo,True
Chrysocolaptes guttacristatus,Chrysocolaptes guttacristatus,Greater Flameback,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Chrysocolaptes guttacristatus_Greater Flameback,True
Chrysocolaptes validus,Reinwardtipicus validus,Orange-backed Woodpecker,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Reinwardtipicus validus_Orange-backed Woodpecker,True
Chrysophlegma humii,Chrysophlegma mentale,Chequer-throated Yellownape,NT,True,True,False,lowland,False,False,gooddie2015,Chrysophlegma mentale_Checker-throated Woodpecker,True
Chrysophlegma miniaceum,Chrysophlegma miniaceum,Banded Woodpecker,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Chrysophlegma miniaceum_Banded Woodpecker,True
Clamator coromandus,Clamator coromandus,Chestnut-winged Cuckoo,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat,Clamator coromandus_Chestnut-winged Cuckoo,True
Collocalia esculenta,Collocalia affinis,Glossy Swiftlet,,True,True,True,lowland,False,False,gooddie2015,Collocalia affinis_Plume-toed Swiftlet,True
Copsychus malabaricus,Copsychus malabaricus,White-rumped Shama,,True,False,False,lowland,True,False,gooddie2015;andriyani2022;ebird_ID-SM-LA,Copsychus malabaricus_White-rumped Shama,True
Copsychus saularis,Copsychus saularis,Oriental Magpie Robin,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Copsychus saularis_Oriental Magpie-Robin,True
Coracina fimbriata,Lalage fimbriata,Lesser Cuckooshrike,,True,False,False,lowland,False,False,gooddie2015,Lalage fimbriata_Lesser Cuckooshrike,True
Coracina striata,Coracina striata,Bar-bellied Cuckooshrike,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Coracina striata_Bar-bellied Cuckooshrike,True
Corvus enca,Corvus enca,Slender-billed Crow,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Corvus enca_Slender-billed Crow,True
Corydon sumatranus,Corydon sumatranus,Dusky Broadbill,,True,True,False,lowland,True,False,gooddie2015;andriyani2022;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Corydon sumatranus_Dusky Broadbill,True
Cuculus micropterus,Cuculus micropterus,Indian Cuckoo,,True,False,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Cuculus micropterus_Indian Cuckoo,True
Culicicapa ceylonensis,Culicicapa ceylonensis,Grey-headed Canary Flycatcher,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_ForestTrail,Culicicapa ceylonensis_Gray-headed Canary-Flycatcher,True
Cymbirhynchus macrorhynchos,Cymbirhynchus macrorhynchos,Black-and-red Broadbill,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Cymbirhynchus macrorhynchos_Black-and-red Broadbill,True
Cyornis rufigastra,Cyornis rufigastra,Mangrove Blue Flycatcher,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Cyornis rufigastra_Mangrove Blue Flycatcher,True
Cyornis unicolor,Cyornis unicolor,Pale Blue Flycatcher,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Cyornis unicolor_Pale Blue Flycatcher,True
Cypsiurus balasiensis,Cypsiurus balasiensis,Asian Palm Swift,,True,False,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Cypsiurus balasiensis_Asian Palm-Swift,True
Dicaeum agile,Dicaeum agile,Thick-billed Flowerpecker,,True,True,False,lowland,False,False,gooddie2015,Dicaeum agile_Thick-billed Flowerpecker,True
Dicaeum chrysorrheum,Dicaeum chrysorrheum,Yellow-vented Flowerpecker,,True,True,False,lowland,True,False,gooddie2015;andriyani2022,Dicaeum chrysorrheum_Yellow-vented Flowerpecker,True
Dicaeum cruentatum,Dicaeum cruentatum,Scarlet-backed Flowerpecker,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_DanauMenjukut,Dicaeum cruentatum_Scarlet-backed Flowerpecker,True
Dicaeum trigonostigma,Dicaeum trigonostigma,Orange-bellied Flowerpecker,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_ForestTrail;ebird_hotspot_L7940372;ebird_DanauMenjukut,Dicaeum trigonostigma_Orange-bellied Flowerpecker,True
Dicrurus aeneus,Dicrurus aeneus,Bronzed Drongo,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Dicrurus aeneus_Bronzed Drongo,True
Dicrurus paradiseus,Dicrurus paradiseus,Greater Racket-tailed Drongo,,True,True,False,lowland,True,False,gooddie2015;andriyani2022;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Dicrurus paradiseus_Greater Racket-tailed Drongo,True
Dryocopus javensis,Dryocopus javensis,White-bellied Woodpecker,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Dryocopus javensis_White-bellied Woodpecker,True
Ducula aenea,Ducula aenea,Green Imperial Pigeon,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail;ebird_DanauMenjukut,Ducula aenea_Green Imperial-Pigeon,True
Ducula badia,Ducula badia,Mountain Imperial Pigeon,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Ducula badia_Mountain Imperial-Pigeon,True
Ducula bicolor,Ducula bicolor,Pied Imperial Pigeon,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_ForestTrail;ebird_DanauMenjukut,Ducula bicolor_Pied Imperial-Pigeon,True
Dupetor flavicollis,Ixobrychus flavicollis,Black Bittern,,True,False,False,lowland,False,False,gooddie2015,Ixobrychus flavicollis_Black Bittern,True
Egretta garzetta,Egretta garzetta,Little Egret,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Egretta garzetta_Little Egret,True
Egretta sacra,Egretta sacra,Pacific Reef Egret,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_DanauMenjukut,Egretta sacra_Pacific Reef-Heron,True
Elanus caeruleus,Elanus caeruleus,Black-winged Kite,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_ForestTrail;ebird_hotspot_L7940372;ebird_DanauMenjukut,Elanus caeruleus_Black-winged Kite,True
Esacus magnirostris,Esacus magnirostris,Beach Thick-knee,NT,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_DanauMenjukut,Esacus magnirostris_Beach Thick-knee,True
Eudynamys scolopaceus,Eudynamys scolopaceus,Western Koel,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_ForestTrail,Eudynamys scolopaceus_Asian Koel,True
Eumyias thalassina,Eumyias thalassinus,Verditer Flycatcher,,True,True,True,lowland,False,False,gooddie2015,Eumyias thalassinus_Verditer Flycatcher,True
Eupetes macrocerus,Eupetes macrocerus,Railbabbler,NT,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Eupetes macrocerus_Malaysian Rail-babbler,True
Eurylaimus javanicus,Eurylaimus javanicus,Banded Broadbill,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Eurylaimus javanicus_Banded Broadbill,True
Eurylaimus ochromalus,Eurylaimus ochromalus,Black-and-yellow Broadbill,NT,True,True,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Eurylaimus ochromalus_Black-and-yellow Broadbill,True
Eurystomus orientalis,Eurystomus orientalis,Dollarbird,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Eurystomus orientalis_Dollarbird,True
Ficedula zanthopygia,Ficedula zanthopygia,Yellow-rumped Flycatcher,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat,Ficedula zanthopygia_Yellow-rumped Flycatcher,True
Fregata ariel,Fregata ariel,Lesser Frigatebird,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Fregata ariel_Lesser Frigatebird,True
Gallus gallus,Gallus gallus,Red Junglefowl,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_ForestTrail;ebird_DanauMenjukut,Gallus gallus_Red Junglefowl,True
Geopelia striata,Geopelia striata,Zebra Dove,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_ForestTrail;ebird_hotspot_L7940372,Geopelia striata_Zebra Dove,True
Gorsachius melanolophus,Gorsachius melanolophus,Malay Night Heron,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_ForestTrail,Gorsachius melanolophus_Malayan Night-Heron,True
Gracula religiosa,Gracula religiosa,Hill Myna,,True,False,False,lowland,True,False,gooddie2015;andriyani2022;ebird_ID-SM-LA,Gracula religiosa_Common Hill Myna,True
Gracupica contra,Gracupica contra,Asian Pied Starling,,True,False,False,lowland,False,False,gooddie2015,Gracupica contra_Asian Pied Starling,True
Halcyon coromanda,Halcyon coromanda,Ruddy Kingfisher,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Halcyon coromanda_Ruddy Kingfisher,True
Halcyon pileata,Halcyon pileata,Black-capped Kingfisher,,True,False,False,lowland,False,False,gooddie2015,Halcyon pileata_Black-capped Kingfisher,True
Halcyon smyrnensis,Halcyon smyrnensis,White-breasted Kingfisher,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,Halcyon smyrnensis_White-throated Kingfisher,True
Haliaeetus leucogaster,Haliaeetus leucogaster,White-bellied Sea Eagle,,True,True,False,lowland,False,False,gooddie2015,Haliaeetus leucogaster_White-bellied Sea-Eagle,True
Harpactes diardii,Harpactes diardii,Diard’s Trogon,NT,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Harpactes diardii_Diard's Trogon,True
Harpactes duvaucelii,Harpactes duvaucelii,Scarlet-rumped Trogon,NT,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Harpactes duvaucelii_Scarlet-rumped Trogon,True
Harpactes kasumba,Harpactes kasumba,Red-naped Trogon,NT,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Harpactes kasumba_Red-naped Trogon,True
Harpactes orrhophaeus,Harpactes orrhophaeus,Cinnamon-rumped Trogon,NT,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_ForestTrail,Harpactes orrhophaeus_Cinnamon-rumped Trogon,True
Hemicircus sordidus,Hemicircus concretus,Grey-and-buff Woodpecker,,True,True,False,lowland,False,False,gooddie2015,Hemicircus concretus_Gray-and-buff Woodpecker,True
Hemiprocne comata,Hemiprocne comata,Whiskered Treeswift,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,Hemiprocne comata_Whiskered Treeswift,True
Hemiprocne longipennis,Hemiprocne longipennis,Grey-rumped Treeswift,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Hemiprocne longipennis_Gray-rumped Treeswift,True
Hemipus hirundinaceus,Hemipus hirundinaceus,Black-winged Flycatcher-shrike,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Hemipus hirundinaceus_Black-winged Flycatcher-shrike,True
Hemixos flavala,Hemixos flavala,Ashy Bulbul,,True,True,True,lowland,False,False,gooddie2015,Hemixos flavala_Ashy Bulbul,True
Hierococcyx fugax,Hierococcyx fugax,Malay Hawk Cuckoo,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Hierococcyx fugax_Malaysian Hawk-Cuckoo,True
Hierococcyx sparveroides,Hierococcyx sparverioides,Large Hawk Cuckoo,,True,True,True,lowland,False,False,gooddie2015,Hierococcyx sparverioides_Large Hawk-Cuckoo,True
Hirundo tahitica,Hirundo tahitica,Pacific Swallow,,True,True,True,lowland,False,False,gooddie2015,Hirundo tahitica_Pacific Swallow,True
Hypogramma hypogrammicum,Kurochkinegramma hypogrammicum,Purple-naped Sunbird,,True,True,False,lowland,False,False,gooddie2015,Kurochkinegramma hypogrammicum_Purple-naped Spiderhunter,True
Hypothymis azurea,Hypothymis azurea,Black-naped Monarch,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Hypothymis azurea_Black-naped Monarch,True
Icthyophaga humilis,Haliaeetus humilis,Lesser Fish Eagle,NT,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA,Haliaeetus humilis_Lesser Fish-Eagle,True
Icthyophaga ichthyaetus,Haliaeetus ichthyaetus,Grey-headed Fish Eagle,NT,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Haliaeetus ichthyaetus_Gray-headed Fish-Eagle,True
Ictinaetus malaiensis,Ictinaetus malaiensis,Black Eagle,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_ForestTrail,Ictinaetus malaiensis_Black Eagle,True
Iole olivacea,Iole crypta,Buff-vented Bulbul,NT,True,True,False,lowland,False,False,gooddie2015,Iole crypta_Buff-vented Bulbul,True
Irena puella,Irena puella,Asian Fairy Bluebird,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Irena puella_Asian Fairy-bluebird,True
Ixobrychus cinnamomeus,Ixobrychus cinnamomeus,Cinnamon Bittern,,True,False,False,lowland,False,False,gooddie2015,Ixobrychus cinnamomeus_Cinnamon Bittern,True
Ixobrychus eurhythmus,Ixobrychus eurhythmus,Schrenck’s Bittern,,True,False,False,lowland,False,False,gooddie2015,Ixobrychus eurhythmus_Schrenck's Bittern,True
Ixos malaccensis,Ixos malaccensis,Streaked Bulbul,NT,True,True,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Belimbing;ebird_ForestTrail,Ixos malaccensis_Streaked Bulbul,True
Ketupa ketupu,Ketupa ketupu,Buffy Fish Owl,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Ketupa ketupu_Buffy Fish-Owl,True
Lacedo pulchella,Lacedo pulchella,Banded Kingfisher,,True,False,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Lacedo pulchella_Banded Kingfisher,True
Lalage nigra,Lalage nigra,Pied Triller,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Lalage nigra_Pied Triller,True
Lanius tigrinus,Lanius tigrinus,Tiger Shrike,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,Lanius tigrinus_Tiger Shrike,True
Leiothrix argentauris,Leiothrix argentauris,Silver-eared Mesia,,True,False,False,lowland,False,False,gooddie2015,Leiothrix argentauris_Silver-eared Mesia,True
Leptocoma sperata,Leptocoma sperata,Purple-throated Sunbird,,True,False,False,lowland,False,False,gooddie2015,Leptocoma sperata_Purple-throated Sunbird,True
Lewinia striata,Lewinia striata,Slaty-breasted Rail,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Lewinia striata_Slaty-breasted Rail,True
Locustella lanceolata,Locustella lanceolata,Lanceolated Warbler,,True,False,False,lowland,False,False,gooddie2015,Locustella lanceolata_Lanceolated Warbler,True
Lonchura atricapilla,Lonchura atricapilla,Chestnut Munia,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Lonchura atricapilla_Chestnut Munia,True
Lonchura leucogastroides,Lonchura leucogastroides,Javan Munia,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing,Lonchura leucogastroides_Javan Munia,True
Loriculus galgulus,Loriculus galgulus,Blue-crowned Hanging Parrot,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Loriculus galgulus_Blue-crowned Hanging-Parrot,True
Macheiramphus alcinus,Macheiramphus alcinus,Bat Hawk,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat,Macheiramphus alcinus_Bat Hawk,True
Macronous gularis,Mixornis gularis,Pin-striped Tit Babbler,,True,True,True,lowland,False,False,gooddie2015,Mixornis gularis_Pin-striped Tit-Babbler,True
Macronous ptilosus,Macronus ptilosus,Fluffy-backed Tit Babbler,NT,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs,Macronus ptilosus_Fluffy-backed Tit-Babbler,True
Macropygia ruficeps,Macropygia ruficeps,Little Cuckoo Dove,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_hotspot_L7940372,Macropygia ruficeps_Little Cuckoo-Dove,True
Malacocincla abbotti,Malacocincla abbotti,Abbott’s Babbler,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA,Malacocincla abbotti_Abbott's Babbler,True
Malacocincla malaccensis,Pellorneum malaccense,Short-tailed Babbler,NT,True,True,False,lowland,True,False,gooddie2015;brickle_wcrs,Pellorneum malaccense_Short-tailed Babbler,True
Malacocincla sepiaria,Malacocincla sepiaria,Horsfield’s Babbler,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_hotspot_L7940372,Malacocincla sepiaria_Horsfield's Babbler,True
Malacopteron affine,Malacopteron affine,Sooty-capped Babbler,NT,True,True,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Malacopteron affine_Sooty-capped Babbler,True
Malacopteron cinereum,Malacopteron cinereum,Scaly-crowned Babbler,,True,True,False,lowland,True,False,gooddie2015;andriyani2022;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Malacopteron cinereum_Scaly-crowned Babbler,True
Malacopteron magnirostre,Malacopteron magnirostre,Moustached Babbler,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,Malacopteron magnirostre_Moustached Babbler,True
Malacopteron magnum,Malacopteron magnum,Rufous-crowned Babbler,NT,True,True,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_ForestTrail,Malacopteron magnum_Rufous-crowned Babbler,True
Meiglyptes grammithorax,Meiglyptes tristis,Buff-rumped Woodpecker,,True,False,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_ForestTrail,Meiglyptes tristis_Buff-rumped Woodpecker,True
Meiglyptes tukki,Meiglyptes tukki,Buff-necked Woodpecker,NT,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat,Meiglyptes tukki_Buff-necked Woodpecker,True
Merops leschenaulti,Merops leschenaulti,Chestnut-headed Bee-eater,,True,False,False,lowland,False,False,gooddie2015,Merops leschenaulti_Chestnut-headed Bee-eater,True
Merops viridis,Merops viridis,Blue-throated Bee-eater,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Merops viridis_Blue-throated Bee-eater,True
Microhierax fringillarius,Microhierax fringillarius,Black-thighed Falconet,,True,False,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail,Microhierax fringillarius_Black-thighed Falconet,True
Micropternus brachyurus,Micropternus brachyurus,Rufous Woodpecker,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Micropternus brachyurus_Rufous Woodpecker,True
Motacilla flava,Motacilla flava,Yellow Wagtail,,True,False,False,lowland,False,False,gooddie2015,Motacilla flava_Western Yellow Wagtail,True
Muscicapa dauurica,Muscicapa dauurica,Asian Brown Flycatcher,,True,False,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372;ebird_DanauMenjukut,Muscicapa dauurica_Asian Brown Flycatcher,True
Myophonus caeruleus,Myophonus caeruleus,Blue Whistling Thrush,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_hotspot_L7940372,Myophonus caeruleus_Blue Whistling-Thrush,True
Nectarinia jugularis,Cinnyris jugularis,Olive-backed Sunbird,,True,True,True,lowland,False,False,gooddie2015,Cinnyris jugularis_Olive-backed Sunbird,True
Ninox scutulata,Ninox scutulata,Brown Boobook,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Ninox scutulata_Brown Boobook,True
Nisaetus nanus,Nisaetus nanus,Wallace’s Hawk Eagle,VU,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs;ebird_ID-SM-LA;ebird_Bengkunat,Nisaetus nanus_Wallace's Hawk-Eagle,True
Numenius arquata,Numenius arquata,Eurasian Curlew,NT,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing,Numenius arquata_Eurasian Curlew,True
Numenius phaeopus,Numenius phaeopus,Whimbrel,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_DanauMenjukut,Numenius phaeopus_Whimbrel,True
Nyctyornis amictus,Nyctyornis amictus,Red-bearded Bee-eater,,True,True,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Nyctyornis amictus_Red-bearded Bee-eater,True
Oriolus chinensis,Oriolus chinensis,Black-naped Oriole,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_ForestTrail,Oriolus chinensis_Black-naped Oriole,True
Oriolus xanthonotus,Oriolus xanthonotus,Dark-throated Oriole,NT,True,False,False,lowland,True,False,gooddie2015;brickle_wcrs;andriyani2022;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Oriolus xanthonotus_Dark-throated Oriole,True
Orthotomus atrogularis,Orthotomus atrogularis,Dark-necked Tailorbird,,True,False,False,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Bengkunat;ebird_ForestTrail,Orthotomus atrogularis_Dark-necked Tailorbird,True
Orthotomus ruficeps,Orthotomus ruficeps,Ashy Tailorbird,,True,True,True,lowland,False,False,gooddie2015;ebird_ID-SM-LA;ebird_Belimbing;ebird_Bengkunat;ebird_ForestTrail;ebird_hotspot_L7940372,Orthotomus ruficeps_Ashy Tailorbird,True
